artistID,Artist,Songs,Popularity,Link,Genre,Genres
452,Classe Clandestina,2,0,/classe-clandestina/,Hip Hop,Hip Hop; Rap
453,Closed Heart Surgery,6,0,/closed-heart-surgery/,Hip Hop,Hip Hop
454,Colby O Donis,29,0,/colby-o-donis/,Hip Hop,Hip Hop; Pop; R&B; Black Music; Pop/Rock; Tecnopop; Electronica; Dance; Romântico; Rockabilly
455,Common,133,0.3,/common/,Hip Hop,Hip Hop; Rap; R&B; Black Music; Blues
456,Connect Rap CNR,7,0,/connect-rap-cnr/,Hip Hop,Hip Hop; Rap
457,Connexão 017,0,0,/connexao-017/,Hip Hop,Hip Hop; Rap
458,Cordel MC's,3,0,/cordel-mcs/,Hip Hop,Hip Hop
459,Cory Gunz,21,0,/cory-gunz/,Hip Hop,Hip Hop
460,CRIS SNJ,1,0,/cris-snj/,Hip Hop,Hip Hop; Rap
461,Cristian Moura,7,0,/cristian-moura/,Hip Hop,Hip Hop; Black Music; Pagode
462,D. Woods,16,0,/d-woods/,Hip Hop,Hip Hop
463,Daivão,10,0,/daivao/,Hip Hop,Hip Hop; Rap
464,Danny Brown,17,0,/danny-brown/,Hip Hop,Hip Hop
465,DAPT,1,0,/dapt/,Hip Hop,Hip Hop
466,Debrete,3,0,/debrete/,Hip Hop,Hip Hop; Black Music; Rap
467,Deejay FB,19,0,/deejay-fb/,Pop,Pop; Rap; Hip Hop
468,Delein MC,7,0,/delein-mc/,Hip Hop,Hip Hop; Rap
469,Desastre Natural 011,2,0,/desastre-natural-011/,Hip Hop,Hip Hop; Rap
470,DIIH,2,0,/diih/,Hip Hop,Hip Hop
471,DJ Khaled,108,2.7,/dj-khaled/,Hip Hop,Hip Hop; Rap; Black Music; R&B; Axé; Dance; Electronica
472,Don Essiele,2,0,/don-essiele/,Hip Hop,Hip Hop; Rap
473,Duzzão,0,0,/duzzao/,Hip Hop,Hip Hop; Rap
474,E-40,180,0.1,/e-40/,Hip Hop,Hip Hop; Rap; Black Music; Blues; Axé; Funk Carioca
475,Eamon,34,1,/eamon/,Hip Hop,Hip Hop; Pop/Rock; Dance; Black Music; R&B; Electronica; Rap; Axé; Funk; Rock; World Music; Clássico; Country; House; Jazz; Pop; Infantil; J-Pop/J-Rock; Funk Carioca; Pós-Punk; Romântico
476,Ed Sheeran & Yelawolf,4,0,/ed-sheeran-yelawolf/,Hip Hop,Hip Hop
477,EduRafaSom,3,0,/edurafasom/,Hip Hop,Hip Hop; Rap
478,Edvan Júnior,12,0,/edvan-junior/,Hip Hop,Hip Hop; Rap
479,El Pinche Don,1,0,/el-pinche-don/,Hip Hop,Hip Hop
480,Elias o Pensador,1,0,/elias-o-pensador/,Hip Hop,Hip Hop; Rap
481,Emicida,150,9.6,/emicida/,Hip Hop,Hip Hop; Rap; Black Music; Pop; Reggae; MPB; Electronica; Sertanejo; Piano Rock; Infantil; Trance; Samba; Country; House; Gospel/Religioso; Blues; Funk Carioca; Axé; R&B
482,Eminem,446,79.9,/eminem/,Hip Hop,Hip Hop; Rap; Black Music; Funk; Electronica; Rock; Reggae; Sertanejo; Dance; Axé; Reggaeton; Classic Rock; Tecnopop; Country; R&B; Forró; Trip-Hop; Electro Swing; Emocore; Progressivo; Post-Rock; Rock Alternativo; Power-Pop; Bossa Nova; Clássico; Instrumental; Trilha Sonora; World Music; Funk Carioca; Pop; Pop/Rock; Gospel/Religioso; Blues
483,Euférico,6,0,/euferico/,Hip Hop,Hip Hop; Rap
484,Fabio Coco,11,0,/fabio-coco/,Hip Hop,Hip Hop; Pop
485,Facção Central,124,3.3,/faccao-central/,Hip Hop,Hip Hop; Rap; Black Music; R&B; Funk; House; Gospel/Religioso; Trance; Indie; Surf Music; Bossa Nova; Clássico; Forró; Rock
486,Família 4 Vidas,0,0,/familia-4-vidas/,Hip Hop,Hip Hop; Rap
487,Família Nacional,2,0,/familia-nacional/,Hip Hop,Hip Hop; Black Music; Rap
488,Fat Joe,131,0.4,/fat-joe/,Hip Hop,Hip Hop; Rap; Black Music; Pop; R&B
489,Felipe BR-P,7,0,/felipe-br-p/,Hip Hop,Hip Hop; Rap
490,Fênice,2,0,/fenice/,Hip Hop,Hip Hop; R&B; Rap
491,Fergie,66,3.5,/fergie/,Hip Hop,Hip Hop; Pop; R&B; Black Music; Dance; Electronica; Pop/Rock; Romântico; Rap; Axé; Rock; Blues; Hard Rock; Power-Pop; Pop/Punk; Instrumental; Tecnopop; MPB; Soft Rock; Grunge; Trilha Sonora; Rock Alternativo; Sertanejo; Funk; Soul Music; Funk Carioca; World Music; Jazz; Velha Guarda; Disco; J-Pop/J-Rock; Pagode
492,Fica$olto,1,0,/ficasolto/,Hip Hop,Hip Hop
493,Floco,10,0,/floco/,Hip Hop,Hip Hop; Rap
494,FlowNiggas,1,0,/flowniggas/,Hip Hop,Hip Hop; Rap
495,Fort Minor,38,0.4,/fort-minor/,Hip Hop,Hip Hop; Rap; Trip-Hop; Regional; Dance; J-Pop/J-Rock; Pagode; R&B; Pop; Forró
496,Foxy Brown,74,0,/foxy-brown/,Hip Hop,Hip Hop; Rap; R&B
497,Frank Ocean,109,0.7,/frank-ocean/,Hip Hop,Hip Hop; R&B; Black Music; Soul Music; Psicodelia; Rap; Chillout; Axé
498,Franky Fade,9,0,/franky-fade/,Hip Hop,Hip Hop; Black Music; R&B
499,FromRom,6,0,/fromrom/,Hip Hop,Hip Hop; Rap
500,Fuse,46,0,/fuse/,Hip Hop,Hip Hop; Samba; Indie; Axé
501,G-Unit,89,0.3,/g-unit/,Hip Hop,Hip Hop; Rap; Black Music; Axé; Electronica
502,Gabriel Graziano GZK,1,0,/gabriel-graziano-gzk/,Hip Hop,Hip Hop
503,Gabriel Shak,2,0,/gabriel-shak/,Hip Hop,Hip Hop; Rap
504,Gangsters Thi,22,0,/gangsters-thi/,Hip Hop,Hip Hop; Rap
505,Glasses Malone,3,0,/glasses-malone/,Hip Hop,Hip Hop; Black Music
506,GlOC,3,0,/gloc/,Hip Hop,Hip Hop; R&B; Rap
507,Gorilla 152,3,0,/gorilla-152/,Hip Hop,Hip Hop; Rap
508,Grits,31,0.1,/grits/,Hip Hop,Hip Hop; Gospel/Religioso; Rap; Black Music; Dance; Trip-Hop; World Music
509,Gudda Gudda,15,0,/gudda-gudda/,Hip Hop,Hip Hop; Rap
510,Gym Class Heroes,59,0.4,/gym-class-heroes/,Hip Hop,Hip Hop; Rap; R&B; Pop/Rock; Pop; Black Music; Funk Carioca; Electro Swing
511,Hantaru,2,0,/hantaru/,Hip Hop,Hip Hop; Rap
512,Hanz,3,0,/hanz/,Pop,Pop; Hip Hop; Rap
513,Hoodie Allen,59,0,/hoodie-allen/,Hip Hop,Hip Hop; Pop; Rap
514,Ideologia Letal,9,0,/ideologia-letal/,Hip Hop,Hip Hop; Rap
515,Indio,1,0,/indio/,Hip Hop,Hip Hop; Rap
516,Influência Positiva,6,0,/influencia-positiva/,Hip Hop,Hip Hop; Metal; Rap
517,Iyaz,24,0.1,/iyaz/,Hip Hop,Hip Hop; Black Music; Pop; R&B; Rap; Dance; Electronica; Fado; Funk; Rock; Blues; Funk Carioca; World Music; Pop/Rock; Romântico; Jazz; Bossa Nova; Axé; Forró; Tecnopop
518,Izzö,9,0,/izzo/,Hip Hop,Hip Hop; Trip-Hop; Electronica
519,J.C. Skilla,0,0,/j-c-skilla/,Hip Hop,Hip Hop
520,Ja Rule,167,2.1,/ja-rule/,Hip Hop,Hip Hop; Rap; Black Music; R&B; Sertanejo; Electronica; Pagode
521,Jadakiss,47,0,/jadakiss/,Hip Hop,Hip Hop; Rap
522,Jae Millz,23,0,/jae-millz/,Hip Hop,Hip Hop; Rap; Black Music
523,Jão Cr,2,0,/jao-cr/,Hip Hop,Hip Hop; Rap
524,Jason Derulo,103,3.1,/jason-derulo/,Pop,Pop; R&B; Hip Hop; Black Music; Dance; Romântico; Power-Pop; Funk; Electronica; Rap; Axé; Sertanejo; New Wave; MPB; Chillout; House; Infantil; Instrumental; Trip-Hop; Emocore; Tecnopop
525,Jay Sean,105,0.4,/jay-sean/,Pop,Pop; Hip Hop; Dance; R&B; Black Music; Electronica; Pop/Rock; World Music; Axé; Power-Pop; Disco; Rap; Pop/Punk; Indie; Grunge; Funk Carioca; Hardcore; Funk; Gótico; J-Pop/J-Rock; House; Blues; Forró
526,Jay-Z,312,4,/jay-z/,Hip Hop,Hip Hop; Rap; Black Music; World Music; House; Funk; Funk Carioca; Electro Swing; R&B; Reggae; Axé; Sertanejo; Bossa Nova; Disco; Country; Pagode; Blues; Soul Music
527,Jeremih,38,1.8,/jeremih/,Hip Hop,Hip Hop; R&B; Black Music; Rap
528,Jhef,23,0.1,/jhef/,Hip Hop,Hip Hop; Rap; R&B
529,Jhene Aiko,36,0.2,/jhene-aiko/,Hip Hop,Hip Hop; R&B; Black Music; Soul Music; Indie; Pop; K-Pop/K-Rock; Reggae; Romântico; Funk; House; Ska; Trip-Hop
530,Jhonis,1,0,/jhonis/,Hip Hop,Hip Hop; Rap; Pop
531,John Cena,21,0,/john-cena/,Hip Hop,Hip Hop; Rap; Pop/Rock; Infantil; Electronica; Black Music
532,Jolix Christian,50,0,/jolix-christian/,Hip Hop,Hip Hop; Gospel/Religioso; R&B
533,Jota P,1,0,/jota-p/,Hip Hop,Hip Hop; Black Music; Rap
534,JotaPê MC,6,0,/jotape-mc/,Hip Hop,Hip Hop; Rap
535,Jp Mc,7,0,/jp-mc/,Hip Hop,Hip Hop; Rap
536,Ju Dorotea,4,0,/ju-dorotea/,Hip Hop,Hip Hop; Rap
537,Juss Louie,7,0,/juss-louie/,Hip Hop,Hip Hop
538,Justin Timberlake,135,14.5,/justin-timberlake/,Hip Hop,Hip Hop; Dance; Pop; Black Music; Romântico; R&B; Pop/Rock; Axé; Blues; Funk; Electronica; Rap; World Music; Soul Music; Reggae; Country; Funk Carioca; Jazz; Infantil; Trilha Sonora; Chillout; K-Pop/K-Rock; Hardcore; Power-Pop; Hard Rock; Disco; Trip-Hop; Rock Alternativo; Soft Rock; Gótico; House; Rock; Samba; Jovem Guarda; MPB; Forró; Emocore; Tecnopop; J-Pop/J-Rock; Bossa Nova; Heavy Metal; Pagode
539,Justizzy Lion,1,0,/justizzy-lion/,Hip Hop,Hip Hop
540,Kanye West,223,4,/kanye-west/,Hip Hop,Hip Hop; R&B; Rap; Black Music; Pop; Electronica; Reggae; Indie; Rock; Soul Music; Dance
541,Karmin,59,0.1,/karmin/,Pop,Pop; Hip Hop; Dance; Rap; Pop/Rock; World Music; R&B; House; Axé
542,Kehlani,53,1.5,/kehlani/,Hip Hop,Hip Hop; R&B
543,Kid Cudi,97,0.5,/kid-cudi/,Hip Hop,Hip Hop; Black Music; Rap; Electronica; Rock; Rock Alternativo
544,KOB$,1,0,/kobs/,Hip Hop,Hip Hop
545,Kreayshawn,27,0.1,/kreayshawn/,Hip Hop,Hip Hop; Rap; Electronica; Industrial
546,Kris Kross,9,0,/kris-kross/,Hip Hop,Hip Hop
547,KroZ,15,0.3,/kroz/,Hip Hop,Hip Hop; Rap
548,Kyle Lucas,4,0,/kyle-lucas/,Hip Hop,Hip Hop; Pop/Rock
549,L-Zee,7,0,/l-zee/,Hip Hop,Hip Hop; Rap
550,L.Thug,3,0,/l-thug/,Hip Hop,Hip Hop; Rap
551,Lakatos mc,2,0,/lakatos-mc/,Hip Hop,Hip Hop; Rap
552,Lakim Gatz,3,0,/lakim-gatz/,Hip Hop,Hip Hop; R&B
553,Lecrae,72,0.3,/lecrae/,Hip Hop,Hip Hop; Gospel/Religioso; Rap; Black Music; Country; Dance; Fado; Trip-Hop
554,Leo Kiss,1,0,/leo-kiss/,Hip Hop,Hip Hop; Pop; Funk Carioca
555,Lés MC,1,0,/les-mc/,Hip Hop,Hip Hop; Rap
556,Lévon,3,0,/levon/,Hip Hop,Hip Hop
557,Lil Chuckee,5,0,/lil-chuckee/,Hip Hop,Hip Hop; Rap
558,Lil Mama,27,0,/lil-mama/,Hip Hop,Hip Hop; Rap; Black Music; R&B; Pop; Dance; Disco; MPB; Axé; Soul Music; Ska; Pagode; Electronica; Pop/Rock
559,Linha Fina,5,0,/linha-fina/,Hip Hop,Hip Hop; Rap
560,LMFAO,44,0.7,/lmfao/,Pop,Pop; Tecnopop; Dance; Electronica; Hip Hop; Pop/Rock; Funk Carioca; Power-Pop; Sertanejo; Funk; Axé; Black Music; Electro Swing; House; Rap; R&B; Disco
561,Logan,22,0,/logan/,Hip Hop,Hip Hop
562,Logan Kreed,11,0,/logan-kreed/,Hip Hop,Hip Hop
563,"Luiz, o Visitante",32,0,/luiz-o-visitante/,Hip Hop,Hip Hop
564,Lune Pirâmide MOB,7,0,/lune-piramide-mob/,Hip Hop,Hip Hop; Rap
565,M.J.,1,0,/m-j/,Hip Hop,Hip Hop
566,Mac Miller,212,1.4,/mac-miller/,Hip Hop,Hip Hop; Rap; Pop
567,Maddiba,3,0,/maddiba/,Hip Hop,Hip Hop; Metal; Hardcore
568,Mafia Dogs,6,0,/mafia-dogs/,Hip Hop,Hip Hop; Rap
569,Mag,63,2.3,/mag/,Hip Hop,Hip Hop; Rap; Black Music; Funk; Pagode; Romântico; Gospel/Religioso; Gótico; Forró; Axé; Funk Carioca; Samba; Electronica; Pop; Country
570,Malik Mustache,2,0,/malik-mustache/,Hip Hop,Hip Hop; Rap; Electronica
571,Mano Chriz,3,0,/mano-chriz/,Hip Hop,Hip Hop; Rap
572,Maraka,1,0,/maraka/,Hip Hop,Hip Hop; Black Music; Rap
573,Marcelo D2,115,4.6,/marcelo-d2/,Hip Hop,Hip Hop; Rap; Samba; Rock; Black Music; Reggae; Funk; Folk; Gospel/Religioso; Forró; Sertanejo; Pagode
574,Mariana Lima,2,0,/mariana-lima/,Hip Hop,Hip Hop; Rap; R&B
575,Materia Escura,2,0,/materia-escura/,Hip Hop,Hip Hop; Rap
576,Matheus C Maraj,1,0,/matheus-c-maraj/,Hip Hop,Hip Hop
577,Matheus Maxxt,22,0,/matheus-maxxt/,Hip Hop,Hip Hop; Rap
578,Matilha79,1,0,/matilha79/,Hip Hop,Hip Hop; Rap
579,Mc Bonne,1,0,/mc-bonne/,Hip Hop,Hip Hop
580,Mc Dyou,13,0,/mc-dyou/,Hip Hop,Hip Hop; Rap
581,MC Filipe (2),1,0,/mc-filipe-2/,Hip Hop,Hip Hop
582,Mc God,5,0,/mc-god/,Funk Carioca,Funk Carioca; Hip Hop
583,MC Guga da VG,1,0,/mc-guga-da-vg/,Funk Carioca,Funk Carioca; Hip Hop; Rap
584,Mc Leoest,16,0,/mc-leoest/,Funk Carioca,Funk Carioca; Hip Hop
585,Mc Patrick MF,4,0,/mc-patrick-mf/,Funk Carioca,Funk Carioca; Rap; Hip Hop
586,MC Rael Souza,12,0,/mc-rael-souza/,Funk Carioca,Funk Carioca; Hip Hop; Rap
587,Mc Slim & Nuts Mc,1,0,/mc-slim-nuts-mc/,Hip Hop,Hip Hop
588,Mc Sluck,1,0,/mc-sluck/,Hip Hop,Hip Hop; Funk Carioca
589,Melvin Santhana,8,0,/melvin-santhana/,Samba,Samba; Hip Hop; Black Music
590,Menor pra Cristo,1,0,/menor-pra-cristo/,Hip Hop,Hip Hop
591,MenteNativa Rap,8,0,/mentenativa-rap/,Hip Hop,Hip Hop; Rap
592,Mika Means,1,0,/mika-means/,Hip Hop,Hip Hop
593,Mindless Behavior,31,0,/mindless-behavior/,Hip Hop,Hip Hop; R&B; Pop; Black Music; Dance; Rap; House; Trip-Hop; Axé; Romântico; Funk; Funk Carioca; Pagode; J-Pop/J-Rock; Pop/Rock; Electronica
594,Mon-Ra,7,0,/mon-ra/,Hip Hop,Hip Hop; Rap
595,Monarquia RK,1,0,/monarquia-rk/,Hip Hop,Hip Hop; Rap
596,Mystikal,80,0,/mystikal/,Hip Hop,Hip Hop; Rap
597,N-Dubz,28,0,/n-dubz/,Hip Hop,Hip Hop; Rap; Pop; R&B; Black Music; Dance; Electronica; Heavy Metal; Axé; Punk Rock; Romântico
598,Ne-yo,292,6.1,/ne-yo/,Hip Hop,Hip Hop; Black Music; R&B; Pop; Dance; Romântico; Trilha Sonora; Electronica; Rap; Axé; Funk Carioca; Trip-Hop; Rock; Blues; Instrumental; Country; Hard Rock; Pagode; Pop/Rock; Funk
599,Nedjo Negueja,6,0,/nedjo-negueja/,Hip Hop,Hip Hop
600,Nedjo Negueja1,0,0,/nedjo-negueja1/,Hip Hop,Hip Hop
601,Neggzy,1,0,/neggzy/,Hip Hop,Hip Hop; Rap
602,Negra Li,50,0.9,/negra-li/,Hip Hop,Hip Hop; Black Music; Rap; Pop; Romântico; R&B; Pop/Rock; MPB; Axé; Electronica; Reggae; Dance; Rock; Sertanejo; Forró; Funk; Instrumental; Jazz; Trilha Sonora
603,Negru,3,0,/negru/,Hip Hop,Hip Hop; Rap
604,Niko Souza,10,0,/niko-souza/,Hip Hop,Hip Hop; Reggae; Rap
605,Nilzzy Wamunene,1,0,/nilzzy-wamunene/,Hip Hop,Hip Hop
606,Ninguém Precisa Ser Heroi,7,0,/ninguem-precisa-ser-heroi/,Hip Hop,Hip Hop; Blues; Rock Alternativo
607,Obie Trice,74,0.1,/obie-trice/,Hip Hop,Hip Hop; Rap
608,Obstinados,2,0,/obstinados/,Hip Hop,Hip Hop; R&B; Rap
609,Omarion,130,0.2,/omarion/,Hip Hop,Hip Hop; R&B; Black Music; Rap; Dance; Soul Music; Romântico
610,ORBT,1,0,/orbt/,Hip Hop,Hip Hop; Rap
611,Pac Div,25,0,/pac-div/,Hip Hop,Hip Hop
612,Pacificadores,98,2.2,/pacificadores/,Hip Hop,Hip Hop; Rap; Romântico; Funk; Black Music; Electronica; Pop; Rock; Axé; Reggae; Sertanejo; Gospel/Religioso; Forró; Dance; Funk Carioca; Pagode; Samba Enredo; Pop/Rock; Hard Rock; Trip-Hop; Clássico; Hardcore; Soul Music; Velha Guarda; Power-Pop; Gótico; World Music
613,Papo Reto XII,3,0,/papo-reto-xii/,Hip Hop,Hip Hop; Rap
614,Pharrell Williams,73,4,/pharrell-williams/,Pop,Pop; Hip Hop; Rap; Black Music; R&B; Funk; Pop/Rock; House; Electronica; Soul Music; Dance; Funk Carioca; Blues; Forró; Sertanejo; Chillout; Rock; Romântico; Indie; Axé
615,Pixel 0,1,0,/pixel-0/,Hip Hop,Hip Hop; Black Music; Rap
616,Playsson Life Style,6,0,/playsson-life-style/,Hip Hop,Hip Hop; Dance; Black Music; Ska
617,Poesia da Pista,4,0,/poesia-da-pista/,Hip Hop,Hip Hop; R&B; Rap
618,Pollo,53,3.5,/pollo/,Hip Hop,Hip Hop; Rap; Romântico; Pop; Pop/Rock; Funk; Rock; Emocore; Axé; Trilha Sonora; Rock Alternativo; Dance; Electronica; Trip-Hop; Reggaeton; Psicodelia; Classic Rock; Jovem Guarda; Infantil; R&B; Hard Rock; World Music; Sertanejo; Pagode; Reggae; Gospel/Religioso; Samba; Forró
619,Preck,1,0,/preck/,Hip Hop,Hip Hop; Rap
620,Primavera Nacional,13,0,/primavera-nacional/,Hip Hop,Hip Hop; Reggae; Rap
621,Priscilla Feniks,8,0,/priscilla-feniks/,Hip Hop,Hip Hop; Rap
622,Projota,138,15.7,/projota/,Hip Hop,Hip Hop; Rap; Romântico; Funk; Pop; Reggae; Black Music; Electronica; Funk Carioca; R&B; Folk; Soft Rock; Clássico; Trip-Hop; Rock; Pagode; MPB; Pop/Rock; Axé; Psicodelia; Disco; Blues; Soul Music; Samba; Sertanejo; Hard Rock; Post-Rock; Kizomba; Industrial; Classic Rock; Progressivo; Grunge; Instrumental; World Music; J-Pop/J-Rock; Dance; House; Jazz; Gospel/Religioso
623,ProtocoloMarcial,1,0,/protocolomarcial/,Hip Hop,Hip Hop; Rap
624,Puff Daddy,108,1.7,/puff-daddy/,Hip Hop,Hip Hop; Rap; R&B; Black Music; Romântico; Electronica
625,Racionais Mc's,81,25.5,/racionais-mcs/,Hip Hop,Hip Hop; Rap; Black Music; Funk; Gospel/Religioso; Funk Carioca; Blues; Regional; Reggae; Axé; Country; Hard Rock; Disco; Fado; Metal; Punk Rock; Gótico; Pop/Rock; Hardcore; Sertanejo; Electronica; Rock; Pagode; Samba; Dance; Emocore; Forró
626,Rafael Viva,3,0,/rafael-viva/,Hip Hop,Hip Hop; Soul Music; R&B
627,Rap Com Vida,3,0,/rap-com-vida/,Hip Hop,Hip Hop; Rap; Gospel/Religioso
628,Raphael Brandão,5,0,/raphael-brandao/,Hip Hop,Hip Hop; Black Music; Rap
629,Rashid,118,1.9,/rashid/,Hip Hop,Hip Hop; Rap; Romântico; Reggae; Funk; Funk Carioca; MPB; Jazz; Country; Trip-Hop; Reggaeton; Gospel/Religioso; Pop; Gótico; Pagode; Axé
630,Raul Novo,5,0,/raul-novo/,Hip Hop,Hip Hop; Rap
631,Ray J,64,0.2,/ray-j/,Hip Hop,Hip Hop; R&B; Black Music; Rap; Axé
632,RE-PEN$E,2,0,/re-pense/,Hip Hop,Hip Hop
633,Revolts Genuíno,0,0,/revolts-genuino/,Hip Hop,Hip Hop; Rap
634,Rihanna,243,40,/rihanna/,Pop,Pop; R&B; Black Music; Dance; Hip Hop; Romântico; Electronica; House; Funk; Funk Carioca; Sertanejo; Tecnopop; Rap; Rock; Soul Music; Trilha Sonora; Electro Swing; Hard Rock; Reggae; Power-Pop; Disco; Rock Alternativo; Clássico; Blues; Axé; Country; Reggaeton; Gospel/Religioso; Samba Enredo; Forró; Ska; Emocore; Gótico; Kizomba; Pós-Punk; Folk; J-Pop/J-Rock; Infantil; Pop/Punk; Bossa Nova; World Music
635,Rizzle Kicks,38,0,/rizzle-kicks/,Hip Hop,Hip Hop; Rap; Black Music; Pop/Punk; K-Pop/K-Rock; Tecnopop; House
636,Roco e Diego,1,0,/roco-e-diego/,Hip Hop,Hip Hop; Reggae; Pop
637,Sacerdote Semmantiko,10,0,/sacerdote-semmantiko/,Hip Hop,Hip Hop; Rap
638,Sad Song,1,0,/sad-song/,Hip Hop,Hip Hop; Rap; Trip-Hop
639,Sanvick Mc,3,0,/sanvick-mc/,Hip Hop,Hip Hop
640,Scarub,5,0,/scarub/,Hip Hop,Hip Hop; Rap
641,Sean Kingston,86,1.9,/sean-kingston/,Pop,Pop; R&B; Hip Hop; Reggae; Black Music; Dance; Rap; Electronica; Pop/Punk; World Music; Axé; Gospel/Religioso; Velha Guarda; Hard Rock; Infantil; Pagode; Instrumental; Blues; J-Pop/J-Rock; Funk; Romântico
642,Sean Paul,164,14.7,/sean-paul/,Hip Hop,Hip Hop; Reggae; Rap; Black Music; Dance; Reggaeton; Electronica; Trance; Funk; Pop; Sertanejo; House; Axé; Funk Carioca; R&B
643,Sem Limites Sonoros,4,0,/sem-limites-sonoros/,Hip Hop,Hip Hop; Rap
644,Setor Base,1,0,/setor-base/,Hip Hop,Hip Hop; Rap
645,Shackal,2,0,/shackal/,Hip Hop,Hip Hop; Rap
646,Shanell,95,0.1,/shanell/,Pop,Pop; R&B; Hip Hop; Dance; Soul Music; Black Music; Electronica
647,Sharon DarkSide,1,0,/sharon-darkside/,Pop,Pop; R&B; Hip Hop
648,SI AMES E,5,0,/si-ames-e/,Pop,Pop; Hip Hop; Black Music
649,Slum Village,31,0,/slum-village/,Hip Hop,Hip Hop; Rap
650,Snoop Dogg,441,5,/snoop-dogg/,Hip Hop,Hip Hop; Rap; Black Music; Pop; Reggae; Electro Swing; House; Funk Carioca; Axé; Pop/Punk; K-Pop/K-Rock; Tecnopop; Sertanejo; Reggaeton; R&B; Gospel/Religioso; Funk; Electronica
651,Sollos,1,0,/sollos/,Hip Hop,Hip Hop; Rap
652,SonReal,2,0,/sonreal/,Hip Hop,Hip Hop
653,Souleye,31,0,/souleye/,Hip Hop,Hip Hop
654,Sticky Fingaz,30,0,/sticky-fingaz/,Hip Hop,Hip Hop; Rap; Reggae; Axé; Psicodelia; Indie; Rock Alternativo
655,Super Swagger and Rizyka,1,0,/super-swagger-and-rizyka/,Hip Hop,Hip Hop; R&B
656,Suspeitos na Mira,0,0,/suspeitos-na-mira/,Hip Hop,Hip Hop
657,Swag do Rap,10,0,/swag-do-rap/,Hip Hop,Hip Hop; Rap; R&B
658,T.I.,239,0.9,/t-i/,Hip Hop,Hip Hop
659,Talibra,2,0,/talibra/,Hip Hop,Hip Hop; Rap
660,TGS,1,0,/tgs/,Hip Hop,Hip Hop; Rap
661,The Black MC,3,0,/the-black-mc/,Hip Hop,Hip Hop; Rap
662,The Lonely Island,54,0.5,/the-lonely-island/,Hip Hop,Hip Hop; Rap; Pop/Rock; Electronica; Dance; Pop; Axé; Black Music; Disco
663,The Malokeiroh,13,0,/the-malokeiroh/,Hip Hop,Hip Hop; Rap
664,Thief,7,0,/thief/,Hip Hop,Hip Hop; Rap
665,Tici Lino,9,0,/tici-lino/,Pop,Pop; Hip Hop; Gospel/Religioso
666,Timbaland,143,1,/timbaland/,Hip Hop,Hip Hop; R&B; Black Music; Pop; Rap; Dance; Pop/Rock; Electronica; Funk; Funk Carioca; House
667,Torion Sellers,12,0,/torion-sellers/,Hip Hop,Hip Hop
668,Trap G O General,12,0,/trap-g-o-general/,Hip Hop,Hip Hop; Gospel/Religioso; Rap
669,Travie McCoy,21,0.4,/travie-mccoy/,Hip Hop,Hip Hop; Reggae; Pop; Rap; Pop/Rock; Electro Swing; Funk Carioca; R&B; Black Music; Dance
670,Trevo MC,3,0,/trevo-mc/,Hip Hop,Hip Hop; Rap
671,Trezeback,1,0,/trezeback/,Pop,Pop; Rap; Hip Hop
672,Tribo da Periferia,112,10.8,/tribo-da-periferia/,Hip Hop,Hip Hop; Rap; Funk; Black Music; Axé; Reggae; Funk Carioca; Trip-Hop; Blues; Romântico; Pop/Rock; Country; Hardcore; Rockabilly; Pós-Punk; Electronica; Pop; Dance; Sertanejo
673,Tupac Shakur,383,10,/2pac-tupac-shakur/,Hip Hop,Hip Hop
674,Twista,124,0.2,/twista/,Hip Hop,Hip Hop; Rap; Black Music; R&B
675,Última Dose,4,0,/ultima-dose/,Hip Hop,Hip Hop; Rap
676,Ultimato OverPlay,10,0,/ultimato-overplay/,Hip Hop,Hip Hop; Rap
677,V3 REC,4,0,/v3-rec/,Hip Hop,Hip Hop; Rap
678,VAGO$,3,0,/vagos/,Hip Hop,Hip Hop
679,Vayölla,3,0,/vayolla/,Hip Hop,Hip Hop; Rap; Pop
680,Velozes E Furiosos (Trilha-Sonora),56,2,/velozes-e-furiosos/,Hip Hop,Hip Hop
681,Verbo Agressivo,4,0,/verbo-agressivo/,Hip Hop,Hip Hop; Rap; Rock; Reggae; Classic Rock
682,Vince Staples,22,0.1,/vince-staples/,Hip Hop,Hip Hop
683,Vini Ks,7,0,/vini-ks/,Hip Hop,Hip Hop; Rap
684,Vinnie Paz,23,0,/vinnie-paz/,Hip Hop,Hip Hop; Rap
685,Vittaw,2,0,/vittaw/,Hip Hop,Hip Hop; Rap
686,W I L L I . P . D I N I,1,0,/w-i-l-l-i-p-d-i-n-i/,Hip Hop,Hip Hop
687,Wale,80,0.3,/wale/,Hip Hop,Hip Hop; Rap; R&B; Pop
688,Wallacy Gabriel,1,0,/wallacy-gabriel/,Hip Hop,Hip Hop; Electronica; Pop
689,Willow Smith,57,0.4,/willow-smith/,Pop,Pop; Dance; Hip Hop; Black Music; Rap; R&B; Electronica; Tecnopop; Axé; Pop/Rock; Forró; Power-Pop; Infantil; Hard Rock; Rock; Jazz; Indie; Funk Carioca; MPB; Rock Alternativo; J-Pop/J-Rock; Gospel/Religioso; Pop/Punk; Grunge; Romântico; Disco; Gótico; Folk; Heavy Metal; World Music; Punk Rock; Sertanejo; Samba; Blues; Country; House; Soul Music; Trip-Hop; Funk
